2014-01-02 00:00:00	CNY	0
2014-01-15 00:00:00	CNY	0
2014-01-17 00:00:00	CNY	1
2014-01-21 00:00:00	CNY	1
2014-01-22 00:00:00	CNY	1
2014-01-28 00:00:00	CNY	1
2014-02-05 00:00:00	CNY	0
2014-02-06 00:00:00	CNY	1
2014-02-07 00:00:00	CNY	1
2014-02-10 00:00:00	CNY	2
2014-02-18 00:00:00	CNY	0
2014-02-19 00:00:00	CNY	1
2014-02-25 00:00:00	CNY	0
2014-03-03 00:00:00	CNY	0
2014-03-07 00:00:00	CNY	1
2014-03-10 00:00:00	CNY	1
2014-03-18 00:00:00	CNY	3
2014-04-02 00:00:00	CNY	1
2014-04-08 00:00:00	CNY	1
2014-04-10 00:00:00	CNY	0
2014-04-11 00:00:00	CNY	0
2014-04-15 00:00:00	CNY	0
2014-04-17 00:00:00	CNY	0
2014-04-24 00:00:00	CNY	0
2014-04-30 00:00:00	CNY	0
2014-05-02 00:00:00	CNY	1
2014-05-09 00:00:00	CNY	0
2014-05-20 00:00:00	CNY	1
2014-05-21 00:00:00	CNY	0
2014-05-22 00:00:00	CNY	1
2014-05-26 00:00:00	CNY	0
2014-06-02 00:00:00	CNY	2
2014-06-08 00:00:00	CNY	0
2014-06-13 00:00:00	CNY	0
2014-06-17 00:00:00	CNY	1
2014-01-02 00:00:00	USD	0
2014-01-15 00:00:00	USD	0
2014-01-17 00:00:00	USD	0
2014-01-21 00:00:00	USD	0
2014-01-22 00:00:00	USD	1
2014-01-28 00:00:00	USD	0
2014-02-05 00:00:00	USD	0
2014-02-06 00:00:00	USD	1
2014-02-07 00:00:00	USD	1
2014-02-10 00:00:00	USD	0
2014-02-18 00:00:00	USD	0
2014-02-19 00:00:00	USD	1
2014-02-25 00:00:00	USD	0
2014-03-03 00:00:00	USD	0
2014-03-07 00:00:00	USD	1
2014-03-10 00:00:00	USD	1
2014-03-18 00:00:00	USD	3
2014-04-02 00:00:00	USD	1
2014-04-08 00:00:00	USD	0
2014-04-10 00:00:00	USD	0
2014-04-11 00:00:00	USD	0
2014-04-15 00:00:00	USD	0
2014-04-17 00:00:00	USD	0
2014-04-24 00:00:00	USD	0
2014-04-30 00:00:00	USD	0
2014-05-02 00:00:00	USD	0
2014-05-09 00:00:00	USD	0
2014-05-20 00:00:00	USD	1
2014-05-21 00:00:00	USD	0
2014-05-22 00:00:00	USD	0
2014-05-26 00:00:00	USD	1
2014-06-02 00:00:00	USD	2
2014-06-08 00:00:00	USD	0
2014-06-13 00:00:00	USD	0
2014-06-17 00:00:00	USD	0
